,crowd,text
1794,1,"Ok. If its hogwash then tell me when and where. Ill come install MY beliefs on your children. Im not a real teacher but under your ideas I should be able to go into any class room and tell the kids whatever I want.  """"Outsiders come in all the time…an astronaut talked to my fourth grade class….""""  Guest speakers on non controversial topics are a LOOONG ways from a """"teacher"""" teaching a subject.
"
1819,1,"A pathetic heading, Catholic Louisiana Congressman ... maintains religious tribalism.  Was the shooter, James T. Hodgkinson, RC? Did Catholic News Service highlight & identify Timothy McVeigh of the Okla. City bombing as RC? Scalise as a Republican bent on making the poorer poor shouldn't be highlighted as Catholic.  Matthew 24 has no impact evidently on Republican RCs like he. Embarrassment to the RCC such Republicans? Simply to report on the shooting of all victims of the violent act would have been appropriate. To single out the Catholicity of one patently distorts the proper emphasis. Who are the supporters of guns in Americans?  Republicans? RCs? """"Put back the sword"""" of Jesus, even in self defense, doesn't register with RC politicians They support the anti-life mainstream. Will Scales when he recovers become a partner with Gabby Giffords in diminishing, not expanding, gun access? I'm not holding my breath. """"Gun bless America.""""
"
1820,1,"Not sure if I used the sad face correctly. I think you're right, it just makes me sad. I think Trudeau is probably well intentioned. My economics textbook would suggest that stimulus spending does not actually boost the economy when it is already on its sustainable growth trajectory so my feeling is they are misguided. Additionally I think their are a lot of pigs who wait at the trough to enrich themselves when stimulus money is deployed. I don't think those pigs necessarily have Liberal view points they are just opportunists and align themselves with Liberals because they usually spend more than Conservatives. I came across an interesting stat the other day that the Gini inequality index typically gets worse under Liberal governments. I have been trying to make rational sense of that ever since.
"
1826,1,"I hope the Post will run records checks on all the commenters to see if any of them have unprosecuted crimes from 1997 that involve any kind of violence and who have since led exemplary lives. And I hope when they are locked up for life for those crimes, they have an awakening. Murder is one thing; illegal border crossing is another; and racial hatred is a crime in the eyes of God. So when they're finished here, we hope they enjoy life burning for eternity i hell.
"
1848,1,"No doubt this crowd of pious """"Christian"""" hypocrites will attend church services today. If the preacher preaches a sermon on Jesus' words about, """"That which you do unto the least of my brethren you also do unto Me."""", they will come with sharpened lances to inflicting more wounds on is body as it hangs on the cross. Decent Americans should recoil in anger at the actions of this bunch of Pharisees.
"
1850,1,"If Trump changed his mind and withdrew his firing of Comey. the dummy dems would be up in arms saying, Trump doesn't know what he's doing, the WH is in disarray, he should be impeached. let's have an independent prosecutor look into this.  Such a joke. That's why the Democratic Party is an old and dying party.  They need some new blood, but don't tell them that.
"
1872,1,"Which is why you replied? Uh huh just like you weren't aware that some idiots sell their guns at garage sales.  Please stop replying at all that way you don't have to show how ignorant you are.  That would help plenty and quit clogging up my emails with boring rhetoric
"
1910,1,"It's the routine checkups of the type that Obamacare provide that spotted McCain's problem. It's a good thing for him that Cruz did not sell him one of his recommended (for you) junk policies. Even McCain could go broke trying to pay for a health crisis with one of Cruz' policies.
"
1994,1,"""""But there are at least some indications that the FTA may not wait beyond summer for the city and the Honolulu Authority for Rapid Transportation to correct the project’s deep funding shortfall. It’s too much money to be risked, even if it’s a relatively small part of the anticipated final cost, now estimated to reach around $10 billion.""""  On one hand they state """"It's too much money to be risked"""", yet the jist of this opinion piece is """"Damn the torpedoes, full speed ahead""""?
"
1995,1,"The idiocy of this statement is staggering. Of course some people who went to the schools """"left the reserve system permanently and joined the Canadian workforce"""" The whole purpose of the residential schools was to """"remove the indian"""" from its students by denying them the right to discuss their cultures and speak their languages. In essence to """"make them Canadians"""", completely ignoring the simple truth that the Europeans had absolutely zero right colonize the land and then institute a form of segregation by creating the reserve system in the first place.
"
2001,1,"""""In the end we know the old will screw the young.""""  And there, folks, is the dimmest dumbest post of the day and perhaps the whole weekend.  I'm an old guy who helps MANY of my younger relatives financially.  They have needs, I love them, I help them.  Henry....you are just some young immature child who needs a LOT of growing up.
"
2015,1,"Someone who has made as many posts as you have leaves himself wide open to """"personal assessments"""". And the assessment I am making right now is that you see any statement even mildly critical of you as an attack. You seem almost as thin-skinned as The Donald. Your statement that saying you are ignorant of Church history is not an attack, when your ignorance is actually demonstrated. If I were to say """"you are ignorant of the theory of mathematical groups"""" that would not be a attack either. How much do you know of quantum chromodynamics?  You have a particular interpretation of the will of God. You INSIST that all Catholics must follow that interpretation. This is the sort of arrogance I have come to dislike in traditionalists.
"
